,tweet_date,tweet_content,tweet_url,tweet_user_name,tweet_reply_count,tweet_like_count,tweet_retweet_count
0,2021-08-31 23:59:55+00:00,"”中田翔問題”で日本ハム球団社長がウェブ謝罪も「何を今更」「遅すぎだろ」「記者会見しろよ！」と厳しい声 #SmartNews 
そもそもが何で慌てて移籍させたのか？シーズンオフまで謹慎して、それから移籍すれば、何の問題も無い。結果、中田本人も損害が大きくなった。 https://t.co/KU4JbBUcUg",https://twitter.com/voxy1231/status/1432855704813981698,voxy1231,0,0,0
1,2021-08-31 23:59:54+00:00,日ハムのドラ1予想(高校生右腕編),https://twitter.com/kouheyani16/status/1432855698770042881,kouheyani16,0,0,0
2,2021-08-31 23:57:32+00:00,"円陣では差別よりも後輩をフォローせずに冷たい空気になったのが問題かなと思う。あれだとかわいそすぎるわ。

日本ハム謝罪「“ファイターズの中田翔”機会設けず退団」　円陣動画の差別的発言も認める（スポニチアネックス） https://t.co/mk8GmOsHDH",https://twitter.com/haresora4126/status/1432855102512009216,haresora4126,0,0,0
3,2021-08-31 23:55:24+00:00,"12球団で最悪な球団は楽天だと思ったが、日ハムになったな、私のなかでは...

日本ハム謝罪「“ファイターズの中田翔”機会設けず退団」　円陣動画の差別的発言も認める(スポニチアネックス)
#Yahooニュース
https://t.co/iUEBg2KFz4",https://twitter.com/uchuta_m/status/1432854566186278914,uchuta_m,0,1,0
4,2021-08-31 23:54:58+00:00,"元日本ハム大嶋匠の前代未聞の挑戦。７年間「野球人になれた」実感は一度もなかった｜集英社のスポーツ総合雑誌 スポルティーバ 公式サイト web Sportiva https://t.co/B3NXRixzQK
生年月日が全く一緒でちょくちょく成績見てたけど、やっぱり印象は紅白戦の初打席初ホームラン(* 'ᵕ' )",https://twitter.com/shin36kugimiya/status/1432854459370008581,shin36kugimiya,0,0,0
5,2021-08-31 23:54:27+00:00,"日本ハム謝罪「“ファイターズの中田翔”機会設けず退団」　円陣動画の差別的発言も認める
https://t.co/hU5jba13R1 英語の諺だと It's no use crying over spilt milk. がしっくり来る悪すぎる実例だ。#lovefighters",https://twitter.com/hfsfansince2005/status/1432854329522679810,hfsfansince2005,0,0,0
6,2021-08-31 23:53:26+00:00,"（スポ連）
日南学園高校からプロ入り
交渉中携帯電話の着信音に激怒
2010年西武からオリックスへ
2014年日本ハムで現役引退　→赤田将吾",https://twitter.com/qma_pr_bot/status/1432854069865971721,qma_pr_bot,0,0,0
7,2021-08-31 23:53:16+00:00,日本ハム、人種差別発言動画で謝罪文公表　中田翔問題も：朝日新聞デジタル https://t.co/b0RzlCDqb9,https://twitter.com/forcejd/status/1432854031790051330,forcejd,0,0,0
8,2021-08-31 23:52:59+00:00,"@gyakuryu_niki 杉谷...プロ野球...日ハム...
うっ...頭が...",https://twitter.com/gMC9bkDUS5iUZQO/status/1432853959593451521,gMC9bkDUS5iUZQO,1,1,0
9,2021-08-31 23:52:51+00:00,"やっていることが完全に後手後手に回ってる気がする

日本ハム謝罪「“ファイターズの中田翔”機会設けず退団」　円陣動画の差別的発言も認める - スポニチ Sponichi Annex 野球 https://t.co/I54P1dffAs",https://twitter.com/consakeisuke/status/1432853923862175748,consakeisuke,0,1,0
10,2021-08-31 23:51:05+00:00,日本ハム・野村10戦連続安打　プロ2試合目の4番「頭の中を整理していいパフォーマンスを」 https://t.co/25BYLBcOEu,https://twitter.com/ayu2nico2/status/1432853481337933827,ayu2nico2,0,2,0
11,2021-08-31 23:50:36+00:00,"""この度は、チーム成績も低迷する中、シーズン中にもかかわらず、"" / チームの成績が高かろうが低かろうが、シーズン中だろうが外だろうが、暴力も差別もダメなの。そこを冒頭に持ってくるな。 / “ファンの皆様へ｜北海道日本ハムファイターズ” https://t.co/2cnmosbKoW",https://twitter.com/smokeymonkey/status/1432853359984185344,smokeymonkey,1,6,1
12,2021-08-31 23:50:09+00:00,"【日本ハム 中田翔選手移籍前にファンに謝罪の機会設けず陳謝 】

日ハムも巨人も
中田翔選手の暴力事件を不問としたが
世間はそうは見ない

本人に謝罪の機会を与えず
一生「暴力選手」のレッテルから
逃れられなくなります https://t.co/zAZjVxTY18",https://twitter.com/KHDiet1/status/1432853247174184964,KHDiet1,0,0,0
13,2021-08-31 23:48:54+00:00,"今気づいたんだが、日ハム×JR北のモバイルスタンプラリー
小樽の部分が中田からBBに差し替えられてる。 https://t.co/dU9SGLhhOx",https://twitter.com/meltwater88/status/1432852931913523203,meltwater88,0,0,0
14,2021-08-31 23:48:11+00:00,"【オリックス】“天敵”日本ハム上沢直之に７連敗　最下位に痛い黒星 
https://t.co/6ZG4LTDKYC

来田が3塁塁審白井に殴られる1秒前って感じの写真構図w",https://twitter.com/fiftheel_neo/status/1432852749540986880,fiftheel_neo,0,1,0
15,2021-08-31 23:47:10+00:00,"問題発生時の対応のダメな例。近年のファンサービスのおかしな方向性、プレーの質低下による成績低迷も企業としての軸がずれてきているからだろう。もうファンクラブの更新は止める。組織をどう立て直してゆくのか。

中田退団「会見開くべきだった」　日ハム球団社長　謝罪文 https://t.co/fKTBFij77K",https://twitter.com/hhisakura/status/1432852493885607941,hhisakura,0,0,0
16,2021-08-31 23:46:24+00:00,上沢には確かに苦手意識は以前あったが、最近勝ってると思ってた。ほとんど札幌ドームだから印象薄いのかな🥺 #Bs2021【オリックス】“天敵”日本ハム上沢直之に７連敗　最下位に痛い黒星（スポーツ報知） - Yahoo!ニュース https://t.co/VxQleB8g1W,https://twitter.com/idoling8862/status/1432852301631221773,idoling8862,0,0,0
17,2021-08-31 23:45:55+00:00,"おはようございます！
最強決定戦日ハム純正2日目
10勝10敗
29勝11敗でだいぶ落ちました。∑(￣Д￣;)
なのでスピリッツを下げてコンボを上げるオーダーに変えました。
後は運試し！祈るしかない！
 #プロスピA 
 #日ハム純正 
 #最強決定戦 https://t.co/lnGcMZtoHb",https://twitter.com/yuya5Y/status/1432852178687774728,yuya5Y,0,2,0
18,2021-08-31 23:45:12+00:00,"檻　15試合　残り10試合(札ド 5試合) 
鴎　12試合　残り13試合(札ド 6試合) 
楽　18試合　残り7試合(札ド 3試合)   
鷹　17試合　残り8試合(札ド 4試合)   
西　14試合　残り11試合(札ド 5試合)  
優勝争い、最下位争いを占うであろう残りの対日ハム試合数
#01karat #100BASEBALL #lovefighters",https://twitter.com/tttkkk4456/status/1432852000807415809,tttkkk4456,0,1,0
19,2021-08-31 23:44:24+00:00,"プロ野球、補強期間終了　トレード7件19人支配下　ロッテ・小窪、ヤクルト・ケリン、日本ハム・宮田獲得(スポニチアネックス)
#Yahooニュース #千葉ロッテ #ヤクルト
#日本ハム
https://t.co/rgrAvfmNNJ",https://twitter.com/gasun51/status/1432851798490902529,gasun51,0,0,0
20,2021-08-31 23:44:16+00:00,@mainichihamhoo 日ハム貯金いつ開封するか決めてないですけどかなりの額になりそう…笑,https://twitter.com/furyafurya17/status/1432851766425489409,furyafurya17,0,1,0
21,2021-08-31 23:43:57+00:00,"日ハムの糸井さんを継承しがたいので
糸井さん2体持ちすることを決めた😚👌🏻 https://t.co/c4gAVMqbd0",https://twitter.com/H3epXmtTXHsWxUF/status/1432851686469500928,H3epXmtTXHsWxUF,0,0,0
22,2021-08-31 23:43:46+00:00,今日・明日はナイター⚾　再来年からは日ハム⚾は北広島に移転　どうなる事やら・・　バイトの大学生警備員曰く「オレそのころには大学卒業😊」と他人事❓,https://twitter.com/141011_hana/status/1432851638587322369,141011_hana,0,1,0
23,2021-08-31 23:43:20+00:00,"オリックスバファローズ
          ↑６ゲーム差↑
福岡ソフトバンクホークス
          ↓６ゲーム差↓
北海道日本ハムファイターズ

 #sbhawks  #数字上はどちらに到達するも五分五分",https://twitter.com/hakatahawks81/status/1432851529988378637,hakatahawks81,1,2,1
24,2021-08-31 23:43:00+00:00,"@31244yuu 席がバックネット裏なのも、捕手愛を感じます😍😍
カメラ壊れちゃいましたか😱😱
関係ないですけど、日ハムにはバズーカ女子が多い気がします😎😎",https://twitter.com/wanko2012/status/1432851447515795463,wanko2012,1,1,0
25,2021-08-31 23:41:59+00:00,中田退団「会見開くべきだった」　日ハム球団社長　謝罪文：北海道新聞 どうしん電子版 https://t.co/RbVGwniDXQ,https://twitter.com/AKI43054757/status/1432851190702743553,AKI43054757,0,1,0
26,2021-08-31 23:41:55+00:00,"心も空もどんよりしてるけど、これを糧に今日１日頑張る💪

日本ハム３連勝ヒーローは「おとめ座のＯ型、木村文紀です」！！西武から移籍コンビ・佐藤も先制打 - サンスポ https://t.co/r2WQoSrIHt @SANSPOCOMから",https://twitter.com/seibulions_1979/status/1432851175078961153,seibulions_1979,0,2,0
27,2021-08-31 23:41:31+00:00,育成の宮田　支配下契約　日ハム：北海道新聞 どうしん電子版 https://t.co/fOhphTszcb,https://twitter.com/AKI43054757/status/1432851073870426117,AKI43054757,0,0,0
28,2021-08-31 23:40:56+00:00,日ハム　批判受け危機感　暴力・差別　説明の遅れ認める：北海道新聞 どうしん電子版 https://t.co/HLn70CQK5F,https://twitter.com/AKI43054757/status/1432850924217585665,AKI43054757,0,2,0
29,2021-08-31 23:40:46+00:00,"「これまで後半戦に前半戦より勝てたシーズンがない。尻上がりで、残り全部勝つ気持ちでいく」と宣言した。

日本ハム・上沢　首位オリックスに今季最多135球!志願の7回10K1失点　「残り全部勝つ気持ちで」― スポニチ Sponichi Annex 野球 https://t.co/a8uPpgDZwB",https://twitter.com/_nuidayo_/status/1432850882282934278,_nuidayo_,0,0,0
30,2021-08-31 23:40:34+00:00,来季は日本ハムと杉浦の応援よろしくお願いします,https://twitter.com/SUGIURA__BOT/status/1432850835520643081,SUGIURA__BOT,0,0,0
31,2021-08-31 23:40:29+00:00,おきたらゆちゃ日ハムきてるなんて,https://twitter.com/mamita_9754/status/1432850813311864834,mamita_9754,0,0,0
32,2021-08-31 23:40:11+00:00,日ハムが謝罪文公開　会見なし　ファン置き去り　花城潤　日ハム担当キャップ：北海道新聞 どうしん電子版 https://t.co/zCKTWYgcPz,https://twitter.com/AKI43054757/status/1432850737789239297,AKI43054757,0,1,0
33,2021-08-31 23:40:08+00:00,日本ハム・上沢　首位オリックスに今季最多135球!志願の7回10K1失点　「残り全部勝つ気持ちで」 https://t.co/VbzFNh5nEf #スマートニュース　栗山のせいで、先発みんなリリーフ信用してないw,https://twitter.com/reonarudokuma/status/1432850725843865610,reonarudokuma,0,0,0
34,2021-08-31 23:39:59+00:00,"危機管理意識、法令遵守意識の欠如。

日ハムの川村球団社長が中田翔の暴力事件と4月の人種差別問題についてホームページ上で謝罪した。

HPを通じた一方的な声明で済むと思っていた能天気ぶり。

取材に渋々応じたものの、トップの責任感の希薄さに唖然とする。

貧すれば鈍する。

#ファイターズ https://t.co/zz9gJqWDZU",https://twitter.com/borntolovekenji/status/1432850687994392576,borntolovekenji,0,6,0
35,2021-08-31 23:39:41+00:00,"日ハム上沢直之、伊藤に並ぶ8勝目 7回135球1失点の力投  AND https://t.co/1lCf9dyvGu
https://t.co/wabl8XWOKW",https://twitter.com/2ch_yakyu/status/1432850609506381828,2ch_yakyu,0,0,0
36,2021-08-31 23:39:33+00:00,"このタイミングでメディアの発信は残念
中田翔 選手が問題を起こした際には
報道規制があったかのようにダンマリ
本人・日ハム・NPBの対応を問う声さえなかったのに…　北海道気質なんですかね https://t.co/UtdiExoBX7",https://twitter.com/est_kaz96/status/1432850576262320134,est_kaz96,0,0,0
37,2021-08-31 23:38:47+00:00,"@fkLUxBAkRLYr2Jt おはよう！
最近日ハム強くて羨ましい",https://twitter.com/Sm_46r/status/1432850385937461255,Sm_46r,1,1,0
38,2021-08-31 23:38:12+00:00,昨日活躍した日ハムの木村くん、同年代なのね。誕生日も2日違い,https://twitter.com/yosayosalibe/status/1432850238004346880,yosayosalibe,0,0,0
39,2021-08-31 23:36:59+00:00,"▶︎＜#ファイターズＥＹＥ＞大宮龍男　中田問題　球団こそけじめを
https://t.co/SyVQPpcExb
どうしん電子版
#ファイターズ #日本ハム #日ハム",https://twitter.com/doushinhoudouc/status/1432849930087919617,doushinhoudouc,0,2,1
40,2021-08-31 23:36:43+00:00,"▶︎中田退団「会見開くべきだった」　日ハム球団社長謝罪文
https://t.co/Nk5t7O0zZL
▶︎日ハム　批判受け危機感　暴力・差別　説明の遅れ認める
https://t.co/Tk3Mu0wrt2
▶︎ファン置き去り　花城潤　日ハム担当キャップ
https://t.co/sUboSnf5tq
どうしん電子版
#ファイターズ #日本ハム #日ハム",https://twitter.com/doushinhoudouc/status/1432849864128303105,doushinhoudouc,0,5,2
41,2021-08-31 23:35:52+00:00,"今季はイースタン・リーグで打率2割7分7厘、2本塁打8打点。左右の打席で成績差を減らすように、西川や松本剛ら1軍経験ある選手に貪欲に話を聞いて吸収してきた。

日本ハム宮田輝星が支配下契約「ビビることなく挑戦者の気持ちを忘れずに」 - プロ野球 : 日刊スポーツ https://t.co/ler21sDCtf",https://twitter.com/_nuidayo_/status/1432849649128271872,_nuidayo_,0,2,0
42,2021-08-31 23:35:49+00:00,"「北海道日本ハムファイターズ」の「井口 和朋」選手を獲得！

プロ野球ゲーム『劇的采配！プロ野球リバーサル』をプレイ！
https://t.co/UFOZEBEP8d https://t.co/utixjr5h0F",https://twitter.com/4sZqVD4JdhvW2OM/status/1432849638017552384,4sZqVD4JdhvW2OM,0,0,0
43,2021-08-31 23:35:44+00:00,日本ハム 小笠原道大,https://twitter.com/SNOWMOMO56/status/1432849615326363648,SNOWMOMO56,0,0,0
44,2021-08-31 23:35:36+00:00,パ・リーグの順位が2012年と真逆になってると聞いたから見てみたけ、どこの年の日ハム2〜4位には負け越しててロッテオリックスセ・リーグボコって優勝してるの面白い（今年のオリックスは西武がお得意様なぐらい） https://t.co/nKJuPs9qwX,https://twitter.com/R_i_k_o_P/status/1432849583785185283,R_i_k_o_P,0,0,1
45,2021-08-31 23:35:05+00:00,｢皆様を失望させた｣日ハム謝罪 https://t.co/zfPoKNhDCc,https://twitter.com/Infoseeknews/status/1432849451840802816,Infoseeknews,0,0,0
46,2021-08-31 23:34:54+00:00,"@realF03 うぽぽりたそ@6代目さん、
おかえりなさい😊
日本ハムを支えるのはあなたです‼️",https://twitter.com/Emperor9785/status/1432849408891113479,Emperor9785,1,1,0
47,2021-08-31 23:34:48+00:00,"あとは、単純にアナウンスが遅い。
@FightersPR #lovefighters https://t.co/ReKYzRafhR",https://twitter.com/mrbaseballwing/status/1432849380432756741,mrbaseballwing,0,0,0
